name,rating,review_count,price,categories,address,latitude,longitude,phone,url,parking_available
Clark and Sons Grill,4.1,664,$,Mexican,"952 Hannah Drive, Minneapolis, MN 10509",44.970637,-93.325627,001-613-822-3862x415,http://lopez-monroe.com/,Yes
"Martin, Torres and Taylor Bistro",2.6,859,$$$$,"Mexican, Indian, Seafood","449 Flores Light, Minneapolis, MN 47490",44.93098,-93.278759,+1-868-513-7650x282,http://www.johnson.com/,No
Davis-Chase Kitchen,2.9,438,$$,Thai,"1816 Mariah Shores Apt. 089, Minneapolis, MN 51454",44.981582,-93.228949,+1-717-867-3066x1461,https://gardner.com/,Yes
Kennedy and Sons Eatery,5.0,789,$$,Seafood,"8548 Lee Crest Apt. 237, Minneapolis, MN 02922",45.046744,-93.241078,+1-971-251-3308x491,https://gutierrez.info/,No
"Macias, Snyder and Moore Bistro",4.0,659,$$$$,"BBQ, Thai, Mexican","5167 Harrington Summit Suite 227, Minneapolis, MN 73906",44.99688,-93.266587,(684)524-1587x2195,https://www.cox.org/,No
"Anthony, Fitzpatrick and Ellis Diner",3.2,477,$,"Seafood, BBQ, Indian","500 Brian Orchard, Minneapolis, MN 08936",44.985183,-93.275194,(678)225-2681x93013,https://hammond-miles.com/,No
"Kaiser, Snow and Brown Steakhouse",4.1,164,$$$,"American, Chinese, French","2149 Julian Trafficway, Minneapolis, MN 56880",45.020996,-93.304904,6716949478,https://wolf-huff.com/,Yes
Green-White Eatery,4.4,250,$$$,Italian,"297 Kennedy Hill, Minneapolis, MN 75173",44.949864,-93.223842,4262818845,http://www.perry.info/,Yes
Barrera-Dunn Steakhouse,3.6,788,$,Mexican,"363 Hannah Light Apt. 306, Minneapolis, MN 19757",45.020992,-93.242184,(315)369-9651,http://www.meyer.info/,Yes
Palmer-Robertson Kitchen,2.9,805,$,"Thai, Chinese","817 Timothy Spur, Minneapolis, MN 17404",45.028994,-93.220892,(552)547-0231,http://potter-smith.com/,Yes
Horne-James Bistro,3.0,538,$$,"BBQ, Italian","16368 Thomas Throughway Suite 215, Minneapolis, MN 94937",45.036876,-93.26693,826-838-2456x188,https://www.young.com/,Yes
Young-Wilson Bistro,3.5,417,$$$$,"Thai, Chinese, BBQ","3625 Thomas Bridge, Minneapolis, MN 15205",45.0058,-93.277191,(312)702-6398x2864,http://www.smith.com/,Yes
"Glenn, Small and Miller Steakhouse",4.5,204,$$$$,"Chinese, Seafood, French","422 Debra Station, Minneapolis, MN 71627",45.033793,-93.331787,607.560.8306,https://jones-harmon.org/,Yes
Russell PLC Eatery,3.8,949,$$$,BBQ,"88495 Derek Cove, Minneapolis, MN 71262",45.01484,-93.209452,(874)303-6702,https://www.thompson-velazquez.org/,No
Robinson Ltd Bistro,4.9,938,$,American,"390 Shannon Lakes Apt. 858, Minneapolis, MN 91357",44.968799,-93.262813,887-402-6498,https://moore.com/,No
"Lopez, King and Johnson Kitchen",3.9,11,$$$,"Indian, Thai, Italian","3494 Roberts Spur, Minneapolis, MN 44735",44.978655,-93.31603,566-924-3043x555,http://www.brown.net/,No
Allen-Henry Bistro,4.6,455,$,BBQ,"649 Rivera Key, Minneapolis, MN 14744",44.973393,-93.281123,728.887.6746,https://carter.info/,No
Powers Inc Grill,4.2,66,$$$$,"Chinese, French, Seafood","32849 Price Corners, Minneapolis, MN 52845",45.024949,-93.30032,001-647-891-1569x1357,http://young-marquez.com/,No
"Garcia, Foster and Cox Eatery",4.0,727,$$,"Thai, Mexican, American","006 Daniel Forest, Minneapolis, MN 31734",44.95789,-93.306293,(471)271-6060,https://www.white-gould.info/,No
Luna and Sons Bistro,4.4,682,$$$$,"Mexican, French, Seafood","525 Dillon Hills, Minneapolis, MN 28144",45.020527,-93.34897,782.758.1890,https://bryan-thompson.com/,Yes
Richmond LLC Steakhouse,3.8,441,$$$$,Mexican,"76815 Leah Branch, Minneapolis, MN 00639",44.95506,-93.270362,001-527-768-9933x3553,http://hart.com/,Yes
Miles and Sons Grill,3.0,423,$$$,Thai,"6189 Ellison Square Suite 786, Minneapolis, MN 08211",44.929541,-93.343767,720.985.0105,https://www.park.com/,No
Williams Ltd Diner,3.5,915,$$$$,"Indian, American","300 Reynolds Station, Minneapolis, MN 33553",45.038918,-93.304366,374.332.5216x958,http://www.nelson.com/,Yes
Rojas-Castro Diner,4.9,220,$$$,"Vegan, American","1159 Stephanie Forest Apt. 339, Minneapolis, MN 08706",44.92023,-93.288491,309-432-2397x31825,http://finley.com/,No
Morris-Randall Grill,2.6,818,$,"French, Vegan, Thai","9281 Kelly Bridge Suite 950, Minneapolis, MN 16132",44.995316,-93.300961,868.218.0333x182,https://www.jackson-luna.com/,No
"Casey, Baker and Martinez Diner",4.4,463,$$$$,"Chinese, Vegan, Italian","698 Vincent Common Apt. 802, Minneapolis, MN 03131",45.003019,-93.274394,(229)453-2979x42707,https://warren.com/,No
Perez Ltd Diner,5.0,568,$,Indian,"91236 Johnson Pines Suite 907, Minneapolis, MN 58159",45.0384,-93.25826,3753660938,https://www.gonzalez-roberson.biz/,Yes
"Lewis, Barton and Cowan Bistro",3.9,633,$$,Indian,"17957 Garrett Freeway Suite 265, Minneapolis, MN 68856",45.048238,-93.297132,(834)868-7719x64035,http://www.coleman.com/,Yes
Luna-Cole Steakhouse,3.7,37,$$,"Indian, Vegan","845 Dan Garden, Minneapolis, MN 56626",45.021949,-93.318981,364.468.3910x69452,http://www.dickson.com/,Yes
Mooney-Rodriguez Diner,3.5,443,$$$,"BBQ, French, American","5279 Torres Islands, Minneapolis, MN 00701",44.914559,-93.340658,302.744.4124,http://www.henderson.com/,No
Evans-Foster Bistro,4.7,585,$$,"Thai, Indian, BBQ","264 Robert Trail, Minneapolis, MN 42994",44.937457,-93.229455,295-570-2066,http://wade.com/,Yes
"Day, Palmer and Knight Steakhouse",5.0,625,$$$$,"Chinese, Vegan","973 Adam Walks, Minneapolis, MN 36854",44.998125,-93.283232,001-278-791-5920x087,http://bailey.info/,Yes
Jones-Barnes Grill,3.9,914,$$,Vegan,"71993 Dean Expressway Apt. 096, Minneapolis, MN 20325",44.951689,-93.318451,4724297016,http://daniels.com/,No
Lutz-Monroe Bistro,4.1,842,$$,"American, Indian, Chinese","54006 Lewis Forges, Minneapolis, MN 19916",44.907905,-93.294888,+1-922-480-1955,http://dunn-cruz.com/,Yes
"Manning, Perez and Parker Grill",3.0,516,$$$$,"American, Italian, Mexican","1911 Scott Road, Minneapolis, MN 88334",45.036119,-93.33829,001-590-838-2530x28678,https://barrett-moore.com/,Yes
"Butler, Sims and Brown Kitchen",3.3,984,$$$,Italian,"3667 Michael Mews Suite 400, Minneapolis, MN 98367",45.00567,-93.228045,(705)313-4232x517,http://cochran-garcia.biz/,No
Smith-Baxter Diner,3.9,645,$$$$,Italian,"38667 Victoria Rapids Suite 712, Minneapolis, MN 44258",44.947949,-93.229795,915-422-3300,http://mitchell-hughes.biz/,No
Harrison Ltd Cafe,4.6,39,$$,"Vegan, Chinese, BBQ","695 Joseph Cliffs, Minneapolis, MN 33130",44.915511,-93.297531,614.912.1722x39181,http://roth-murphy.com/,No
"Saunders, Moore and Bishop Cafe",4.5,408,$,"French, Chinese","346 Rogers Mall, Minneapolis, MN 25851",44.925826,-93.291434,(930)722-6099x0721,https://www.hood.com/,No
Matthews Group Kitchen,3.9,414,$$,"Vegan, Mexican","279 Johnathan Isle Apt. 285, Minneapolis, MN 11397",44.918702,-93.300726,349-570-3164x3561,https://www.alexander.org/,No
"Harding, Villa and Davis Diner",3.8,190,$$$$,"American, Mexican, Italian","1070 Miller Centers, Minneapolis, MN 91667",44.927555,-93.268734,+1-965-548-1344x723,http://www.hill-morris.com/,Yes
"Pearson, Mccoy and Stephenson Bistro",3.3,118,$$,"Chinese, American","356 French Plains Apt. 917, Minneapolis, MN 94902",45.00811,-93.227215,474.423.9184x28720,https://www.tran-watson.com/,No
Chase-Diaz Bistro,2.8,700,$,American,"75282 Gloria Cove, Minneapolis, MN 15654",44.895091,-93.32449,+1-227-749-4712,https://robinson.com/,Yes
"Vasquez, Chavez and Perry Eatery",3.6,699,$,"Seafood, BBQ","75382 Rachel Burg, Minneapolis, MN 72936",45.033495,-93.233431,(423)714-6318,https://scott-young.com/,No
Vasquez and Sons Cafe,2.7,338,$$$,Chinese,"02868 Velez Station, Minneapolis, MN 69535",44.984922,-93.207589,8733649951,http://thompson.com/,Yes
"Dillon, Watkins and Anderson Kitchen",4.4,593,$$,Seafood,"400 Christopher Camp Apt. 614, Minneapolis, MN 03122",45.029889,-93.299519,(438)315-7404x204,http://www.smith.com/,Yes
Harris-Harris Bistro,4.3,107,$,"Indian, Vegan","999 Harris Glens Apt. 760, Minneapolis, MN 44507",44.998577,-93.330232,920.521.7651,https://phillips.org/,No
Kim LLC Eatery,4.6,661,$,"Mexican, French","68928 Philip Estates, Minneapolis, MN 02767",44.953793,-93.200872,(393)403-7982,https://martinez.net/,No
"Smith, Davis and Miller Bistro",4.5,940,$,Chinese,"2894 Mcknight Brook, Minneapolis, MN 29657",44.929298,-93.269718,6512343214,https://wright-brooks.com/,Yes
Cox Group Steakhouse,2.6,305,$$$$,"Indian, Thai","8385 Thomas Turnpike, Minneapolis, MN 43145",45.036601,-93.235336,+1-588-821-6518x82099,https://www.james.com/,No
Duarte LLC Steakhouse,4.6,358,$,"French, BBQ","120 Cook Station Suite 999, Minneapolis, MN 68731",44.957124,-93.34345,001-495-325-5106,http://johnson.com/,No
"Haynes, Chandler and Gonzales Bistro",4.9,18,$$$,Mexican,"312 Barrett Flat, Minneapolis, MN 36013",44.902063,-93.339587,(820)960-8620x40099,https://www.johnson-palmer.org/,Yes
"Lopez, Richards and Smith Grill",3.1,666,$$$$,French,"739 Tate Turnpike, Minneapolis, MN 99199",44.916829,-93.215205,001-719-537-0959x382,https://www.little.org/,No
"Smith, Stewart and Avila Grill",4.2,93,$$$$,"Mexican, Indian, Seafood","1537 Austin Viaduct Apt. 624, Minneapolis, MN 38174",44.984655,-93.204282,873.416.4963,https://allen.biz/,Yes
Benitez-Carter Diner,2.6,687,$,Mexican,"167 David Springs Suite 843, Minneapolis, MN 41178",44.984851,-93.254943,001-695-225-5839,https://bell.info/,No
Smith-Cobb Bistro,3.3,542,$,"Italian, French","6654 Harris Divide Suite 872, Minneapolis, MN 86695",44.990037,-93.259921,691-811-0975x947,http://www.long-lawson.com/,Yes
Mcclain-Carter Bistro,3.3,629,$$$$,Thai,"472 Melissa Drives Suite 894, Minneapolis, MN 60103",44.956314,-93.28488,4594058131,http://www.smith.com/,Yes
Snyder-Hernandez Cafe,4.7,750,$$,"Thai, Chinese","73875 Rebecca Lodge Apt. 928, Minneapolis, MN 60320",45.007925,-93.232085,001-474-647-7378x36441,http://www.thompson-miller.com/,Yes
Juarez-Li Bistro,3.5,36,$$$,"French, Indian","8680 Patrick Greens Apt. 161, Minneapolis, MN 85405",44.937437,-93.315718,(622)345-9154,https://hernandez.com/,Yes
Matthews Ltd Steakhouse,3.3,433,$$,"American, BBQ, Seafood","1927 Marshall Lodge, Minneapolis, MN 84904",45.000731,-93.238475,786.516.2232x869,https://www.moran-rowe.org/,Yes
Lee Inc Kitchen,3.6,291,$,"American, Indian","178 Tiffany Flat, Minneapolis, MN 04713",45.005607,-93.254769,(577)617-8637x6527,http://www.grant.com/,Yes
"Gallegos, Jennings and Robertson Diner",4.4,663,$,American,"7628 Adams Rue, Minneapolis, MN 65538",44.906227,-93.239404,468-601-9131x9018,https://www.rice.com/,No
"Figueroa, Walker and Sims Diner",4.9,525,$,"BBQ, Vegan, Indian","256 Teresa Way, Minneapolis, MN 83763",45.019555,-93.252247,581-311-2437x35385,https://malone.net/,Yes
"Riley, Garcia and Terry Diner",3.0,330,$$$$,"BBQ, Vegan, French","8261 Carlson Groves, Minneapolis, MN 73706",44.892062,-93.302395,001-450-418-5059x48292,https://www.braun.biz/,No
Ayers-Taylor Grill,4.6,183,$$,French,"992 Miller Radial, Minneapolis, MN 29091",44.899998,-93.287472,742-957-4485x411,http://www.valdez.com/,No
"Sullivan, Huerta and Small Grill",4.2,963,$$$$,Italian,"468 Reese Ridge Apt. 552, Minneapolis, MN 63235",44.958652,-93.241814,762.842.0206,https://www.payne.org/,Yes
Smith-Cardenas Bistro,4.5,817,$$,"American, Mexican","5795 David Rapids Suite 702, Minneapolis, MN 84081",44.993305,-93.241469,+1-359-328-2096x143,http://www.jones-davis.com/,No
"Vasquez, Lee and Bartlett Kitchen",2.9,666,$$$,"French, BBQ, Thai","3790 Madison Highway, Minneapolis, MN 02805",44.994198,-93.200499,257.429.9523x66601,https://summers.com/,Yes
Warner-Mcdonald Diner,3.0,187,$$$$,Vegan,"4201 Smith Corner Suite 389, Minneapolis, MN 78706",44.994862,-93.2879,(416)784-0870,https://harris-gilbert.net/,Yes
Allen LLC Bistro,4.5,164,$,"Mexican, Seafood, Italian","0236 Brown Curve Suite 090, Minneapolis, MN 38477",44.942273,-93.214096,756.735.9632,https://francis-benitez.com/,Yes
Cook Ltd Grill,3.9,488,$,"Vegan, BBQ, Chinese","982 Renee Ports, Minneapolis, MN 73693",44.95513,-93.247202,8172986551,http://www.rios.com/,Yes
"Osborn, Sexton and Juarez Diner",4.7,482,$$$,"Indian, American","71241 Morgan Bridge Apt. 235, Minneapolis, MN 37281",44.929973,-93.342939,687.703.1808,http://reyes-cameron.com/,Yes
Moore LLC Steakhouse,4.1,426,$$$,Seafood,"0474 Cassandra Center Apt. 942, Minneapolis, MN 29692",44.930286,-93.327611,(673)255-0087x482,https://tucker-murray.com/,Yes
Campos LLC Grill,2.8,198,$$$$,"BBQ, Seafood","9667 Martin Trace, Minneapolis, MN 98272",44.947251,-93.28367,659.884.4910x6381,http://www.adams.com/,No
King and Sons Bistro,4.9,142,$$,"Vegan, Italian, Thai","33390 Melissa Views Apt. 539, Minneapolis, MN 33013",44.976213,-93.328078,(215)595-8808x52686,https://proctor.info/,Yes
Mendoza-Green Steakhouse,3.9,736,$,"Italian, BBQ","5561 Nguyen Haven, Minneapolis, MN 28617",44.950193,-93.242344,511.250.8720,https://bryant-kelly.net/,No
Campbell Ltd Cafe,2.6,124,$$$,"American, Mexican","9653 John Mission Apt. 948, Minneapolis, MN 45505",44.919983,-93.229979,487-258-5832,https://www.moss.org/,No
Harris Group Kitchen,3.4,525,$$$,Chinese,"037 Timothy Springs, Minneapolis, MN 09500",45.047693,-93.24575,(344)567-0997x81851,https://www.gonzalez.biz/,No
"Cummings, Blair and Decker Steakhouse",3.9,938,$$$$,"BBQ, Chinese","843 Rojas Run Apt. 055, Minneapolis, MN 41500",44.948315,-93.235566,+1-470-669-5513x886,http://davis.com/,No
Shelton Group Diner,3.1,967,$,"Vegan, Chinese","82051 Henry Circle Suite 358, Minneapolis, MN 42864",44.891134,-93.227445,(605)240-3705x115,https://www.young.net/,No
Gonzalez-Hernandez Cafe,3.6,986,$$,Chinese,"767 Walker Island Apt. 769, Minneapolis, MN 23651",45.020347,-93.307224,423-491-7336,https://erickson.com/,Yes
Tucker and Sons Diner,4.9,37,$$,"Thai, Mexican, American","761 Catherine Hills, Minneapolis, MN 28895",44.967202,-93.20148,532-604-0793,http://www.frost-harrison.net/,No
"Perez, Nicholson and Walker Steakhouse",3.6,888,$$$,"Indian, Chinese, BBQ","2429 Jonathan Ramp, Minneapolis, MN 67024",44.999023,-93.239982,386-936-7875x617,https://www.gomez.com/,Yes
"Turner, Morgan and Ayers Diner",3.6,467,$$$,French,"4554 Liu Fork Apt. 648, Minneapolis, MN 79606",44.965151,-93.285687,551-728-8082x656,http://henderson-martin.com/,Yes
Nelson and Sons Steakhouse,3.3,890,$$$$,"Italian, French","83948 Dudley Streets Apt. 006, Minneapolis, MN 75170",45.018438,-93.231577,223-443-5812x9402,https://morris.info/,No
"Walker, Davenport and Stevens Steakhouse",3.6,995,$,"BBQ, Vegan","3859 Pamela Roads, Minneapolis, MN 62574",45.003363,-93.323527,225-807-4119,http://www.warner.com/,Yes
"Alexander, Mccarty and Graham Diner",4.1,240,$,"Italian, BBQ, Chinese","624 Matthew Circles Suite 632, Minneapolis, MN 20109",44.979136,-93.322252,+1-890-245-7056x036,https://lyons-neal.net/,Yes
"Villarreal, Harper and Mccoy Diner",4.9,321,$,"Chinese, American, Vegan","887 Alexander Mountains, Minneapolis, MN 03137",44.963844,-93.261646,399-611-8718,http://padilla.com/,Yes
Williamson Group Cafe,4.9,535,$$,"Thai, BBQ, Vegan","3690 Cannon Rapids, Minneapolis, MN 82701",45.048581,-93.226725,6915637079,http://horn.info/,No
Mcfarland-Vasquez Grill,3.1,788,$,Thai,"7608 Rachel Flats, Minneapolis, MN 64472",44.948609,-93.287971,432.574.2073,https://wright.com/,No
"Wallace, Brown and Glenn Bistro",4.3,163,$,"BBQ, Seafood","0878 Jessica Shore Apt. 984, Minneapolis, MN 79864",44.892683,-93.342704,(328)690-1575x388,http://bennett-shelton.com/,Yes
Kennedy Group Bistro,3.2,205,$$,American,"99581 Williams Creek Suite 595, Minneapolis, MN 58486",44.94153,-93.208816,(433)797-9800,https://www.vasquez-scott.com/,No
Mack-Willis Steakhouse,2.6,519,$,"Chinese, Vegan","71421 Thomas Crescent, Minneapolis, MN 63923",44.905455,-93.22785,7939144351,http://www.davis.com/,No
Wilson Inc Diner,3.9,977,$,BBQ,"8470 Nunez Vista, Minneapolis, MN 61016",44.894347,-93.202956,+1-401-633-9484x4970,https://ross.biz/,No
Rush-Andrews Cafe,4.0,219,$$$$,Vegan,"1212 Mayo Road Apt. 355, Minneapolis, MN 44200",44.89986,-93.293249,3027484510,https://mitchell-krause.com/,No
"Kelly, Taylor and Morales Grill",4.7,224,$,"BBQ, Indian","25859 Gallegos Plains, Minneapolis, MN 52522",45.025009,-93.338977,793-398-1873,https://www.moran.biz/,No
Maldonado-Hernandez Kitchen,2.8,536,$,Chinese,"15380 Wright Tunnel Apt. 849, Minneapolis, MN 59523",45.020014,-93.265391,(368)559-5252x645,http://brooks.org/,No
"Taylor, Mitchell and Hebert Kitchen",4.3,530,$$$$,Italian,"224 Charles Locks Suite 404, Minneapolis, MN 36242",45.020177,-93.244958,001-401-557-5433x8537,http://smith-weeks.com/,No
"Hawkins, Cross and Salazar Eatery",2.9,195,$$,"BBQ, American","74585 Meyer Heights, Minneapolis, MN 91551",44.933714,-93.271265,+1-872-388-5162,https://wolfe-jensen.org/,No
Moore-Ritter Kitchen,2.9,857,$$$,American,"637 Mccarthy Crescent Suite 051, Minneapolis, MN 65733",44.922364,-93.287745,930-573-0520x1995,http://riddle-robbins.com/,No
Campbell-Cooper Grill,4.8,307,$$$,"Italian, American, Indian","056 Little Trail Suite 391, Minneapolis, MN 76974",44.937936,-93.271321,+1-666-641-8093x921,http://www.murillo.com/,Yes
Rosario-Lopez Grill,3.8,248,$$,"American, Mexican","930 Hudson Estates Suite 378, Minneapolis, MN 81110",45.036517,-93.310575,(853)617-4425x7844,http://wood.biz/,Yes
Smith-Pearson Steakhouse,2.7,815,$,"Chinese, Mexican","5151 Montoya Alley Apt. 704, Minneapolis, MN 64072",44.946385,-93.202991,639-406-8118x13798,https://perez-ritter.com/,No
"Nelson, Le and Osborn Kitchen",4.0,865,$$$,"Vegan, American, Thai","400 Douglas Park Suite 474, Minneapolis, MN 75118",45.009195,-93.294287,467-948-5867x3956,http://www.rogers.biz/,Yes
"Wolf, Phillips and Pruitt Cafe",4.9,569,$$$$,Italian,"1607 Ruth Port, Minneapolis, MN 63088",45.018446,-93.279955,001-693-539-1021,https://cobb.com/,Yes
Perez-Arnold Steakhouse,4.2,473,$$$,Vegan,"97087 Boyd Locks, Minneapolis, MN 67163",45.036233,-93.234822,+1-983-584-4811x82214,http://www.figueroa.info/,Yes
"Clark, Harris and Bell Diner",5.0,191,$$$$,"French, Seafood","81629 Dalton Bridge Suite 605, Minneapolis, MN 72342",44.965066,-93.292527,594-816-8966x789,https://www.rollins.net/,Yes
Walker-Webb Grill,3.8,376,$$$$,Vegan,"284 Anthony Cape Suite 306, Minneapolis, MN 92929",44.913463,-93.210476,622-787-0082,https://www.schmidt.org/,No
Watts-Lucas Bistro,2.7,885,$,"BBQ, French","97907 Matthew Spurs Suite 273, Minneapolis, MN 04250",44.922268,-93.254871,001-673-788-8124x96362,https://velez-hendrix.com/,Yes
"Young, Rangel and Gomez Diner",4.1,742,$,"Seafood, BBQ","309 Poole Underpass Suite 798, Minneapolis, MN 43958",45.02123,-93.343899,933.320.6665x143,https://www.howard.biz/,No
"Pena, Powell and Johnson Diner",3.8,112,$$$,"Indian, French","580 Gabriel Landing Suite 189, Minneapolis, MN 10931",44.987111,-93.319043,915-901-4741x550,http://henry.com/,Yes
Martinez and Sons Kitchen,4.8,790,$$,"American, BBQ, Seafood","798 Jeffrey Highway Apt. 894, Minneapolis, MN 15801",44.945116,-93.284627,(429)862-4450x4541,https://www.gray.biz/,No
"Matthews, Wheeler and Collins Cafe",4.3,978,$$,"Mexican, Thai","99701 Morrison Harbor Suite 272, Minneapolis, MN 88678",44.908316,-93.325494,628-946-5801x480,https://perez.net/,Yes
"Villa, Peters and Jarvis Cafe",3.7,326,$$$,"Seafood, Chinese, Mexican","4101 Julia Street, Minneapolis, MN 89350",44.955009,-93.265405,(956)832-3532,https://www.miller-meza.com/,Yes
"Deleon, Wilson and Stanley Grill",3.6,373,$,Mexican,"048 Taylor Highway Apt. 576, Minneapolis, MN 34419",44.935915,-93.262766,7129359945,http://stokes-cantrell.com/,Yes
Greene-Jones Steakhouse,3.0,886,$,Mexican,"318 Richard Island Apt. 561, Minneapolis, MN 59417",44.910652,-93.206338,986-341-2800x698,https://miller-bender.com/,Yes
Jenkins PLC Eatery,2.6,393,$$$$,"Indian, Thai, Mexican","38907 Monica Terrace, Minneapolis, MN 42616",44.983916,-93.259138,001-818-593-4659x99140,http://www.roberts-lee.biz/,No
Gomez-Harris Diner,3.4,620,$,Seafood,"139 Fry Spur Apt. 910, Minneapolis, MN 04134",45.003151,-93.330521,001-318-512-9499x479,https://strong.com/,Yes
Lewis-Logan Steakhouse,3.8,817,$$$$,"Italian, Indian","6982 Nicholas Expressway Suite 793, Minneapolis, MN 03968",44.969936,-93.210994,300.999.5395x34890,http://www.hall-jacobs.net/,No
"Wood, Edwards and Carroll Diner",3.3,15,$$$$,"Thai, American","31991 Oneill Viaduct Suite 946, Minneapolis, MN 66331",44.92279,-93.244461,7032436685,http://jones.com/,No
"Moore, Knight and Hancock Steakhouse",3.6,749,$$$$,French,"2552 Cynthia Mill, Minneapolis, MN 53225",45.001908,-93.204122,433.996.6785,http://delgado.info/,No
Cole and Sons Grill,4.1,604,$$$,Italian,"196 Prince Manor, Minneapolis, MN 65233",44.954475,-93.228301,(537)585-2231,http://little-roberts.com/,Yes
Martinez-Walker Grill,4.6,997,$$$,Thai,"2652 Richardson Cape, Minneapolis, MN 17267",44.970769,-93.271076,001-850-234-0444x88418,http://www.frazier-davis.net/,No
"Strickland, Adams and Hernandez Bistro",3.8,846,$$,Indian,"0074 Osborne Manors Apt. 375, Minneapolis, MN 14791",45.047145,-93.255382,955-762-3663,http://www.smith-williams.com/,No
Hutchinson-Reynolds Eatery,4.4,240,$$$$,BBQ,"663 Faulkner Prairie Suite 507, Minneapolis, MN 36623",44.988243,-93.277016,+1-845-954-6824,http://www.carter.com/,Yes
"Morgan, Thompson and Paul Kitchen",2.9,645,$$$,"Chinese, Thai, Seafood","202 Joshua Divide, Minneapolis, MN 09505",44.985183,-93.334631,+1-739-955-2172x571,http://barnes-mason.com/,Yes
Casey Ltd Cafe,3.4,997,$$,Vegan,"65513 Tammie Shoals Suite 818, Minneapolis, MN 81909",45.01747,-93.210623,242-909-2935,https://www.garcia.org/,No
Smith-Brewer Bistro,2.6,437,$,Indian,"06256 Mitchell Tunnel Suite 027, Minneapolis, MN 60094",44.891035,-93.20343,833-931-5655x606,https://www.fowler.com/,No
Benson Ltd Eatery,4.1,978,$$$,Vegan,"86641 Jessica Viaduct Suite 047, Minneapolis, MN 57744",44.925798,-93.306318,+1-976-443-6880x6549,https://www.woods-long.com/,Yes
Marshall-Sanchez Grill,4.2,698,$$,"Chinese, Vegan, Seafood","3569 Kevin Square Apt. 182, Minneapolis, MN 79104",44.924043,-93.206397,+1-938-400-2159x09300,https://fowler.biz/,Yes
"Little, Ramirez and Kirk Steakhouse",4.0,498,$$$,"American, Thai, Seafood","318 Stewart Glen, Minneapolis, MN 29243",44.992365,-93.317473,370-906-7731x6185,https://crane.com/,Yes
Yates Inc Eatery,2.8,85,$$$,"Indian, Thai, French","9815 Cody Point Apt. 983, Minneapolis, MN 90760",44.890198,-93.210531,+1-621-898-1428,https://www.cook.com/,No
Adams Group Steakhouse,3.3,664,$$$,BBQ,"61949 Darrell Port, Minneapolis, MN 70351",44.999003,-93.304142,384-427-7502x49148,http://jackson.org/,No
Lucas-Mitchell Cafe,2.9,275,$$$,Chinese,"1154 Cynthia Road Suite 626, Minneapolis, MN 50606",44.961691,-93.310393,001-499-235-5978x9184,http://www.martinez.info/,Yes
"Martin, Taylor and Olson Steakhouse",4.3,985,$,Chinese,"44969 Moore Villages Suite 643, Minneapolis, MN 71470",45.012239,-93.253209,001-987-598-8411x002,https://www.wells-gomez.info/,Yes
Edwards Ltd Steakhouse,2.7,910,$$$$,"Vegan, American, BBQ","8800 Stephanie Stravenue Apt. 153, Minneapolis, MN 57172",44.983914,-93.217639,596-418-4617,https://www.mcdonald.com/,Yes
Collins-Simon Diner,4.7,845,$,"Italian, Vegan, Thai","85604 Kyle Center Suite 673, Minneapolis, MN 87868",45.018476,-93.315594,+1-627-713-9936x989,http://sullivan-riddle.com/,No
Richardson PLC Eatery,4.6,626,$$,Indian,"652 Tracy Port, Minneapolis, MN 11619",44.990965,-93.257118,232.461.6403,https://www.mccarty.com/,Yes
Shea-Marsh Diner,4.3,193,$$,"American, Mexican, Italian","25572 Makayla Island Apt. 388, Minneapolis, MN 72324",44.970079,-93.202712,+1-288-532-4830x91651,https://www.reed.com/,Yes
Rose-Brown Grill,3.7,690,$$$,American,"39881 Brian Creek, Minneapolis, MN 45710",44.962452,-93.347051,203.518.6840,http://www.arnold-ward.biz/,Yes
Maldonado-Baldwin Kitchen,3.2,324,$,"Italian, Thai","387 Deanna Loaf Apt. 486, Minneapolis, MN 54660",44.991311,-93.330964,001-525-477-1301,http://www.sanchez-kramer.com/,Yes
Lopez Inc Steakhouse,4.6,24,$,"Italian, French","482 Gibbs Lakes, Minneapolis, MN 43327",44.997406,-93.233722,276-810-2575x42253,https://leblanc.org/,Yes
"Galvan, Watson and Henry Diner",2.8,536,$,Thai,"128 Galloway Stravenue, Minneapolis, MN 47773",44.970265,-93.331608,(813)325-7360x364,http://patterson-harris.com/,Yes
Ellis PLC Eatery,3.4,819,$$$,"Vegan, Chinese","7301 William Streets, Minneapolis, MN 41196",45.043011,-93.240713,+1-471-908-9875x45803,http://buchanan.com/,No
"Morris, Henry and Quinn Grill",4.2,240,$,"Indian, Vegan","658 Adam Port, Minneapolis, MN 28024",44.969841,-93.298637,(697)661-7045x3316,http://www.tyler-stevens.com/,No
Oconnell LLC Diner,4.4,264,$,Mexican,"86785 Roberts Fall Apt. 942, Minneapolis, MN 52161",45.046623,-93.305489,(789)318-6515x63696,https://wilkinson.com/,No
Ramos-Delgado Eatery,3.3,119,$$$$,"BBQ, American","64423 Pearson Squares, Minneapolis, MN 49210",44.963174,-93.222434,+1-769-650-2229x44783,https://www.booth.net/,No
"Key, Sanford and Wright Diner",2.8,752,$$$$,"American, Mexican","552 Shannon Forks, Minneapolis, MN 51044",45.024204,-93.234333,873-556-0203,http://salas-guzman.com/,Yes
