Restaurant Name,Rating,Review Count,Price Range,Categories,Street Address,Latitude,Longitude,Phone Number,Website URL
Sbarro the Italian Eatery,5,1,N/A,Italian,"1850 Adams St, Ste 614, Mankato, MN 56001",44.1729399,-93.95463,15073876372,https://www.yelp.com/biz/sbarro-the-italian-eatery-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Pardon My Cheesesteak,0,0,N/A,"Cheesesteaks, Food Delivery Services","1600 Warren St, Ste 13, Mankato, MN 56001",44.1459228,-93.99344084,18335293287,https://www.yelp.com/biz/pardon-my-cheesesteak-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Einstein Bros. Bagels,0,0,N/A,"Breakfast & Brunch, Bagels, Sandwiches","7 Centennial Student Un Union Su, Mankato, MN 56001",44.14648974,-93.99996665,15073891371,https://www.yelp.com/biz/einstein-bros-bagels-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
The Blue Moon Bar and Grill,4,1,N/A,"American, Pizza, Sports Bars","300 S Webster St, Kasota, MN 56050",44.28780414,-93.96615471,15075191166,https://www.yelp.com/biz/the-blue-moon-bar-and-grill-kasota?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Subway,1.9,9,$,"Sandwiches, Fast Food","1750 Commerce Dr, Ste 110, North Mankato, MN 56003",44.17953454,-94.03743572,15073887821,https://www.yelp.com/biz/subway-north-mankato-4?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Villa Italian Kitchen,1,3,N/A,"Italian, Pizza","1850 Adams St, Ste 614, Mankato, MN 56001",44.172564,-93.952759,15073888394,https://www.yelp.com/biz/villa-italian-kitchen-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Casey's,3,2,N/A,Pizza,"1375 Lookout Dr, North Mankato, MN 56003",44.16832313,-94.0467194,15072167249,https://www.yelp.com/biz/caseys-north-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Neighborhood Wings,0,0,N/A,"Food Delivery Services, Fast Food, Chicken Wings","Mankato, MN 56001",44.17148215,-93.97742524,15073861010,https://www.yelp.com/biz/neighborhood-wings-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Subway,1,4,N/A,"Sandwiches, Fast Food","1633 Monks Ave, Ste 110, Mankato, MN 56001",44.14613513,-93.98869043,15073857821,https://www.yelp.com/biz/subway-mankato-15?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Brothers Restaurant,0,0,N/A,"Juice Bars & Smoothies, Breakfast & Brunch, Sandwiches","2156 Hoffman Rd, Mankato, MN 56001",44.1561745,-93.97138772,15077200371,https://www.yelp.com/biz/brothers-restaurant-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Subway,2,1,$,"Fast Food, Sandwiches","1881 Madison Ave, Mankato, MN 56001",44.16388748,-93.95073528,15073867821,https://www.yelp.com/biz/subway-mankato-16?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Elks Bpoe Lodge 225,0,0,N/A,New American,"1028 N Riverfront Dr, Mankato, MN 56001",44.17687988,-93.99424744,15073453568,https://www.yelp.com/biz/elks-bpoe-lodge-225-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Garbanzo Mediterranean Fresh,0,0,N/A,"Mediterranean, Fast Food, Greek","7 Centennial Student Union, Mankato, MN 56001",44.1466585,-93.99988597,19704820308,https://www.yelp.com/biz/garbanzo-mediterranean-fresh-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Chick-fil-A,0,0,$,"Fast Food, Chicken Shop, Salad","7 Centennial Student Un, Mankato, MN 56001",44.146693,-94.000289,15073892613,https://www.yelp.com/biz/chick-fil-a-mankato-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Mac's Bar & Cafe,0,0,N/A,Restaurants,"1430 2nd Ave, Mankato, MN 56001",44.18010712,-93.99460602,15073458855,https://www.yelp.com/biz/macs-bar-and-cafe-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Del's Cafe & Bakery,0,0,N/A,Restaurants,"229 Belgrade Ave, Mankato, MN 56003",44.16984177,-94.0071106,15073872881,https://www.yelp.com/biz/dels-cafe-and-bakery-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
China Max,1,4,N/A,Cantonese,"1850 Adams Ste, Mankato, MN 56001",44.1728541,-93.9537317,12184090346,https://www.yelp.com/biz/china-max-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Rosita's Mexican Grill,0,0,N/A,Mexican,"1850 Adams St, Mankato, MN 56001",44.1729399,-93.95463,15073888226,https://www.yelp.com/biz/rositas-mexican-grill-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Gyro King,0,0,N/A,Greek,"1850 Adams St, Mankato, MN 56001",44.1729393,-93.954628,15073861117,https://www.yelp.com/biz/gyro-king-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Casey's,0,0,N/A,Pizza,"101 598th Ave, Eagle Lake, MN 56024",44.16986624,-93.89348324,15155161424,https://www.yelp.com/biz/caseys-eagle-lake-2?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Northwoods Cafe & Grill,0,0,N/A,Restaurants,"1010 Raintree Rd, Mankato, MN 56001",44.17566681,-93.96351624,15077200909,https://www.yelp.com/biz/northwoods-cafe-and-grill-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Pizza Man,0,0,N/A,Pizza,"1150 S Riverfront Dr, Mankato, MN 56001",44.1604287,-94.0147807,15073448886,https://www.yelp.com/biz/pizza-man-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
International Sambuusa House,0,0,N/A,Somali,"412 Park Ln, Mankato, MN 56001",44.15959,-94.02327,15073455996,https://www.yelp.com/biz/international-sambuusa-house-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Applewood Restaurant & Banquet Facility,0,0,N/A,Restaurants,"11 Telemark Dr, Mankato, MN 56001",44.12998962,-94.00811768,15076254105,https://www.yelp.com/biz/applewood-restaurant-and-banquet-facility-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Deli,0,0,N/A,"Delis, Sandwiches","1271 N River Dr, Mankato, MN 56001",44.18771,-94.0124,15076257480,https://www.yelp.com/biz/deli-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
Peddler of Rapidan Restaurant,0,0,N/A,Restaurants,"19075 Rapidan Ave, Mankato, MN 56001",44.09531403,-94.06837463,15072784808,https://www.yelp.com/biz/peddler-of-rapidan-restaurant-mankato?adjust_creative=o_RAY0-eNqqkdEgxxTP7Ww&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=o_RAY0-eNqqkdEgxxTP7Ww
