Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Massad's,Darwing Rios,4 stars,Good price and real chicken in the Shawarma. Really liked the garlic dressing!,5 years ago
Massad's,John Kor,1 star,cold food and snooty ownership. never eat here unless you like giving money away for uneatable food,3 years ago
Massad's,Eric H,3 stars,"Shwarma is good, but the restaurant is a bit institutional for me. Reminds me of a college cafeteria.",6 years ago
Massad's,Patrick Carroll,5 stars,The Massad's salad is a staple for my lunch. Awesome service with a smile.,10 years ago
Massad's,B0w2UrKing Gaming Channel,1 star,Fries are always under cooked,9 months ago
Massad's,Brook Burtyk,5 stars,Schwarmas are delicious but the chicken pasta salad is the best.,7 years ago
Massad's,Jill Bretzman,5 stars,"Random, but their French fries are oddly tasty.",2 years ago
Massad's,Mitchell Groen,5 stars,I loved it go for comic books and enjoy it every time,5 years ago
Massad's,steveb234,2 stars,"It was Jim Barker that put this place on the map in the River Hills Mall. Since he left, it just hasn't been the same.",11 years ago
Massad's,Sue Brown,5 stars,Beautiful inside decor.  Fresh look and fresh food!!  Love it!,9 years ago
Massad's,Carlos Ramos,5 stars,"Food was amazing, fast friendly service!",2 years ago
Massad's,Maite Carranza,4 stars,"Excellent chicken schwarma, great service. Is this really in a mall?",12 years ago
Massad's,Candiss R,5 stars,Delicious! And kids eat free on the weekends.,6 years ago
Massad's,Debbie R,3 stars,Ok experience but didn't live up to the hype we kept hearing about!,5 years ago
Massad's,Ann Splinter,4 stars,Very good food. Good service also,5 years ago
Massad's,Tim Jertson,5 stars,Schwarma with extra sauce. Always great!,5 years ago
Zanz Mexican Restaurant,Carol Hackett,5 stars,"Yum. This reminds me of the Mexican fast food of my youth (1970s).
Friendly staff. Clean tables.
Food is exactly what you should expect at this price point. No frills. Good …",2 weeks ago
Zanz Mexican Restaurant,K W,5 stars,"When I first came to the Mankato area, a friend introduced me to this restaurant. When I go out, I’m looking for some good food to eat. This place is definitely that. It’s usually a pretty quiet place, people coming and going since it’s a …",5 days ago
Zanz Mexican Restaurant,Dustin Barnes,1 star,"literally just walked out of here,, was SO Excited to try this place it's been recommended to me by SO many people BUT these 3 workers and not a single glove to be seen.. im a CFPM..certified kitchen manager l,,like idk i couldn't bring …",3 months ago
Zanz Mexican Restaurant,Garrett Grimes,5 stars,"Hands down the best hard shell taco I have ever eaten, never really been many other taco places so maybe 2nd to some, very friendly staff and great service (these days) thank you Zanz, XO 💕 …",6 months ago
Zanz Mexican Restaurant,Jessica Raine,4 stars,"The food was good, made fresh. Had 8 cheese chilitos and 4 tacos split between 4 people and we left full.
Customer service was nice, thanked us before we left.
Definitely a nice spot for the summer time!",2 years ago
Zanz Mexican Restaurant,Dan Marx,5 stars,Can't decide what to get sometimes a hard shell taco chips and cheese or the ultimate nachos taco salad is good or the enchiladas but always get chilitos the taco burrito is really good to   the Mexican food I think is way better than any …,a month ago
Zanz Mexican Restaurant,Paula Keimig,1 star,We waited over 45 minutes for a portion of our order.  The other food we got tasted old and was not consistent in flavor from one meal to the next.  Employees did not seem to care that we had to wait for the food and blamed the previous shift employees for the wait.,5 months ago
Zanz Mexican Restaurant,james danielson,1 star,"Customer service was good, store was in need of some work. Food is worse than a Mexican microwave meal. It was cold and messy and low quality. I was very disappointed on the Google rating accuracy for this one.",a month ago
Zanz Mexican Restaurant,Brandon Kroeger,2 stars,The kitchen and bathroom area are extremely filthy and scared my daughter and myself. My son was not scared.  It also scared the worker at ZANZ that we dare go back there when I asked where are the restrooms? I could tell by the look he …,4 months ago
Zanz Mexican Restaurant,Curt Wahl,2 stars,"I would give this 3 stars, but there were a couple HUGE red flags that droppes it to 2 stars.
First...all in all, the food was decent, just not a very large serving for the …",2 years ago
Zanz Mexican Restaurant,Isaac Schmitt,5 stars,"I've been coming here for over 20 years!  Easily some of the best value for food I've found anywhere.  You won't break the bank, it's filling, and best of all, it's good!",2 months ago
Zanz Mexican Restaurant,Jeff Fowler,5 stars,"Every time I come to town it is my first stop when I get to Mankato. Love the food, the chilitos are addictive. Sometimes I order a bunch of chilitos ahead of time and they make them up without cooking them and freeze them for me. Bring them home with me and just pop them in the microwave when I want one.",3 months ago
Zanz Mexican Restaurant,Michelle Schwerdtfeger,5 stars,"One of my favorite places to go when in Mankato! One of the best ""local"" places to go eat!😉 I highly recommend the cheese Chilitos! You won't be disappointed! …",a year ago
Zanz Mexican Restaurant,A B,5 stars,"Cute little seating area inside and out.

Food was good, although I’m used to spicer foods. Cheap, quick, delicious. Nice staff",a year ago
Zanz Mexican Restaurant,Jim Tetzloff,5 stars,What can I say...cheese chilito! Grew up a block from Zans and have always loved it. It's a must every time we're in Kato!,9 months ago
Zanz Mexican Restaurant,Michael Kamrad,5 stars,Great food and great prices. Love the vintage vibe. Definitely coming back!,4 months ago
Zanz Mexican Restaurant,Cari Hot 96-7,5 stars,"The cheese chilitos are beyond amazing! Soft flour tortillas with gooey cheese & special sauce, YUM!!!! Delicious comfort food! Don't forget the chips & cheese!!",7 years ago
Zanz Mexican Restaurant,Dwane Gersch,4 stars,"Been going there as long as I can remember , love it but it's getting spend-ie.",3 months ago
Zanz Mexican Restaurant,Nicole Flowers,3 stars,"Worker was very unenthusiastic to be there. Leaned on counter as she took orders. The place was FILTHY, another customer and I talked about it. Horrible to see. Chillitos were great and nice and warm. But scared to eat there with how dirty …",10 months ago
Zanz Mexican Restaurant,Don Engle,5 stars,I like my tots a little crispy and there was nothing crispy about it.,a month ago
Zanz Mexican Restaurant,Dew Bows,5 stars,My Son took me to eat lunch. What a good time. I got to talk to the Owner and was happy to see she works just as hard as the employees. Loved my experience!,9 months ago
Zanz Mexican Restaurant,DeMaris Dittrich-Feike,4 stars,"Stopped to get a favorite Zanz food. The chiito was as good as I remember.  The cashier was not happy about working there and complained the whole time as we waited for our order. I will be back, just need to get a better cashier.",10 months ago
Zanz Mexican Restaurant,Samuel Breiter,5 stars,Awesome place always has been for a lot of years!! I always get the mild chilitos with hot sauce. The best chilitos you will get eat!! If you are ever in the area need to go and try it all!,10 months ago
Zanz Mexican Restaurant,Jenni,5 stars,I've driven 5 hours just to get their chilitos and then drive back home with a cooler full. Enough said.,3 years ago
Zanz Mexican Restaurant,A. J.,4 stars,"old time feel kind of fun but also kind of dated. Tacos burritos, chilitos and other Mexican stuff. The chelitos were pretty good. I definitely say that it's economy style Mexican with economic prices.",9 months ago
Zanz Mexican Restaurant,Jenny Frank,5 stars,"Every time I visit my hometown I'm shocked, surprised and so very happy that Zanz has survived another year of dishing out cheap and tasty Mexican food. The menus haven't changed. The food hasn't changed. It still tastes like it did when I was 10yrs old. Zanz, please don't EVER change!",a year ago
Zanz Mexican Restaurant,Diamond Top Lawn Service,5 stars,"Been going here for years and love their food. Beef enchiladas, cheese chilitos and taco burritos are our favorites! It’s not fine dining but it’s not meant to be. Really good food from a long established, local business that knows what they’re doing. Yum!!",a year ago
Zanz Mexican Restaurant,Jeff Studley,4 stars,Zanz is a Mankato Icon. Glad it's still around after the pandemic. I think it needs someone like Robert Irvine to do a Restaurant Impossible makeover and update the menu. The daily specials are worth stopping in for. I went to Mankato State in the 80's.,8 months ago
Zanz Mexican Restaurant,M Mccormick,3 stars,"I've been coming here for decades, but lately it doesn't seem to be at the same quality level?  I always loved the warm, soft, tortillas,  but now they are cold and stiff, and makes the meat get cold faster too. I was in at lunch on 5/6/23 …",a year ago
Zanz Mexican Restaurant,PT D,4 stars,"Hot chilitos are amazing, but my last 2 orders haven't been hot like I ordered, they were regular. Not sure if they toned the heat way way down or the cooks don't know the difference. Don't sleep on the wings they are fantastic.",2 years ago
Zanz Mexican Restaurant,Kyle Kriener,1 star,"Disappointing Experience at Zanz Tacos

I recently visited Zanz Tacos and unfortunately, my experience left much to be …",a year ago
Zanz Mexican Restaurant,Amber Pietan,5 stars,I haven't been to Zanz in years! It was great to have a couple of tacos from a family owned restaurant. They were delish!,2 years ago
Zanz Mexican Restaurant,Mehedi Hasan,1 star,"Save your money and go somewhere else. There is really no flavor in the tacos or burritos but it was expensive. Worst taco in Mankato.
Edit: to the owner, instead of blaming the customer for a bad review, please …",a year ago
Zanz Mexican Restaurant,J Nos,5 stars,I love a good old fashioned restaurant that focuses on the product more than the fancy decor.. very clean! my kinda place!,8 months ago
Zanz Mexican Restaurant,Jake Rademacher,1 star,Have not been there in a long time and thought I would grab lunch there. Unfortunately the guy working in the back grabbed a towel from the dispenser and proceeded to blow his nose and then go right back to work without washing his hands. …,2 years ago
Zanz Mexican Restaurant,Stephan Figaro,5 stars,Best CHEESE CHILLITOS ever! The mild are great and the hot are out of this world. They also have rice and bean options for vegetarians and vegans.,a year ago
Zanz Mexican Restaurant,Lee Nelson,3 stars,"I was visiting Mankato and remembered this place being a local staple for cheap Mexican fast food. It's been around for ages, and the atmosphere certainly matches that description. …",2 years ago
Zanz Mexican Restaurant,Kristy Schuft,5 stars,"I have been eating here for 30+ years now and tonight was an exceptionally good night! The 3 gentleman working tonight were so polite, respectful & caring. They took the time to make sure our meal was good & they. Using sir & mama, this world could use more like them!",3 years ago
Zanz Mexican Restaurant,Connor Miles,3 stars,"Look, before you go to Zanz, remember you're going to a fast food, Mexican restaurant in Minnesota.  It's not going to be authentic Mexican food. …",3 years ago
Zanz Mexican Restaurant,Willow Schmidt,1 star,our cheese chillitos were all tortilla and we had hair in our food.,a year ago
Zanz Mexican Restaurant,Michael Johnston,1 star,"****Chilito,chilito,chilito's!!! Awsome***
I changed my review after stopping multiple times in the 6 years since my first review.  $4 for cheese and maybe a teaspoon of terrible tasting meat. This place is going downhill. Double the price in the last 10 years? Not worth the money at all.",7 months ago
Zanz Mexican Restaurant,Dave Wiechert,5 stars,"I love the green chili burritos, and a bowl of rice.  The chilitos are awesome, as well as the taco burrito.
This place is just, one of those places. Most of the larger cities have that …",4 years ago
Zanz Mexican Restaurant,Jenna N,5 stars,We went last night for dinner and the staff working did a great job! The food was made exactly how I ordered it. I saw one of the cooks who was working deliver an elderly couple their food herself And I thought that was so nice of her to …,4 years ago
Zanz Mexican Restaurant,Thomas Hayenga,5 stars,It's been 40 years since it was Zantigos when I lived here. It has actually gotten better. I always ordered the hot chilitos and they have more filling now than they had then. The flavor is still great but with the extra filling so much …,3 years ago
Zanz Mexican Restaurant,mikal benzor,4 stars,I would recommend stopping by if you are traveling and looking for something different out of the same old same old. My family gave it a shot and we were not disappointed. Try the chulito they are a amazing like the owner said. Only …,5 years ago
Zanz Mexican Restaurant,Megan Chicos,3 stars,"I love Zanz's and I love the chilitos. However, the past few times I have went, the employees have made me want to not come back and visit. I just went today (7-24) and ordered ahead. I went in to pay and see if my order was ready. I handed …",3 years ago
Zanz Mexican Restaurant,Curt Ratzlaff,5 stars,"It's a blast from the past. Great Mexican food for a fast food place. There are a lot of options. When Zantigo's got bought out, this place was independent. I beleave and changed the name to Zanzs. The food never changed a bit, infact they …",a year ago
Zanz Mexican Restaurant,Siene Haq,1 star,"Oh god don’t go there like don’t
It is microwaved food
The food is horrible …",a year ago
Zanz Mexican Restaurant,ellisha stone,2 stars,Only reason I am giving a two star is because of the food otherwise it would be a 1 star. The customer service is ridiculous. The workers sat there and complained about other co workers for the entire time we sat and ate. Not quietly but …,5 years ago
Zanz Mexican Restaurant,Kendra Dawn,3 stars,I’ve tried this place twice because my Favorite keeps raving about it. I got tacos and the meat was super dry. He swears by the chillitos so maybe I’ll try those if I ever go back.,a year ago
The Atomic Star Tavern,Diana Eide,2 stars,"2025-03-01

Stopped with my husband for lunch on our trip to Mankato. Looked at the menu …",4 days ago
The Atomic Star Tavern,Alexis Hove,2 stars,Honestly love this place. Me and my roommate come here all the time. For some reason the food's just been different lately. We ordered a boss burger. Had to return it due to being completely raw on the inside. And I've had plenty of stuffed …,5 months ago
The Atomic Star Tavern,Carolyn Washington,5 stars,Great place! I can actually review the night scene and as a restaurant. My group and I celebrated there New Year's Eve. Fantastic time. Great atmosphere and staff. Bathrooms do need to be fixed. One was out of order and the door on the …,2 years ago
The Atomic Star Tavern,Bill Winkler,1 star,"The food was nasty. We left, food on table untouched, pulled pork was dry and crusty. A 16$ burger, the patties  looked like small tennis balls. This was a stuffed burger with hardly anything in it. Never again. Nasty",2 months ago
The Atomic Star Tavern,Jay Meraki,4 stars,"Second time I've been here, food is still fantastic! HIGHLY recommend the Atomic Melt. Service was okay, kind of busy. Very bar-esk atmosphere, but the food is worth it.",4 months ago
The Atomic Star Tavern,Alex Prouty,1 star,"Ordered a buffalo chicken pizza. Expecting fresh chicken on the pizza, but from the first bite you could tell it was leftover and tasted horrible. For the price of the food you would think they could afford to cook fresh food daily but I guess not.",4 months ago
The Atomic Star Tavern,Mark Laurel,4 stars,"The foundation of a good burger is the patty, and Atomic gets its most points for its generous and flavorful one. Other pluses include toasting the bun on the grill, and decent fries. The decor is very standard sports bar. Garnishes were …",7 months ago
The Atomic Star Tavern,Sharon Sandland,4 stars,"Was a good lunch to choose from five sandwiches  for a Wednesday lunch, not a lot of food, which is what we like for a midday week lunch out.  And great prices too.  Soup was a bonus with it too!",4 months ago
The Atomic Star Tavern,Doyle Alexander,2 stars,Food and service was mid. I loved going here one year ago and now I cant wait to leave.,3 weeks ago
The Atomic Star Tavern,Ryan Farsdale,3 stars,Did ever know if we had a server or not.  Had to consistently go to the bar to order drinks.  The Bathrooms are absolutely DISGUSTING.  Pretty sure they haven’t been cleaned in a while.,3 years ago
The Atomic Star Tavern,Darcey Nelson,5 stars,"Amazing food! Fresh, well seasoned burgers and chicken sandwiches, everytime. Breakfast on the weekends is absolutely among the best ever. Always experienced friendly staff over the years of visiting here.",7 months ago
The Atomic Star Tavern,Brian Pringle,5 stars,"The bartenders are very friendly and attentive.  Typical pub food, but it was good.  Prices are about the same as others in town.  Drink portions are huge!",a year ago
The Atomic Star Tavern,Justin Steenhuis,5 stars,"Sierra is an amazing bartender,  always in a good mood and happy to help! Food is delicious, the cheese curds are my favorite, and the drinks are well priced! I will be back to visit the next time I am in town. They even decorate for Christmas!",5 years ago
The Atomic Star Tavern,Brynne,2 stars,"90% of the time your food is prepared with out gloves, especially during a rush! Waitstaff and bartenders are friendly, but poor hygiene is a huge turn off for me.",6 months ago
The Atomic Star Tavern,Kyle Riddle,3 stars,"We stopped here on our way to South Dakota and we should have just stayed on the road and eaten fast food. I got the atomic melt with curly fries, the melt was ok, the curly fries however were old and cold. My wife got the side salad and it …",6 years ago
The Atomic Star Tavern,Robert Krueger,4 stars,"Food was pretty good. Large portions for lunch. Curly fries were better than the tots...a bit soggy.
Fish tacos were bland but hot sauce rectified that. I would come back.",10 months ago
The Atomic Star Tavern,Rachel Oachs,5 stars,"Friendly service and good food. We had a spinach artichoke app, wings and a patty melt with a couple of beers.",3 years ago
The Atomic Star Tavern,Bobbi Riewe,1 star,"Potatoes in potato salad were hard, my Cuban was soggy and salty due to the pickles (big and gross) 🤮, the waitress was nice but not suggestive or aware that our food Ziggy zaggy burger was RAW in middle food was not good at all!  Again …",5 years ago
The Atomic Star Tavern,Ann Marie Johnson,5 stars,"We've been to The Atomic Star Tavern several times, hosted my wife's 40th Birthday Party there and we were there for breakfast this morning!! The Ashleys were back working the kitchen (making YUM! food), our server Lisa was new but …",a year ago
The Atomic Star Tavern,Mister Mister,2 stars,"I was really hoping to be wowed by this establishment after hearing the ads on the radio.  Unfortunately, the level of service and the quality of the food did not match the radio ad hype. …",a year ago
The Atomic Star Tavern,A. J.,5 stars,"For a sports bar this place is over the top.

I definitely have to say the pizza is amazing. Their burgers are so juicy. I …",2 years ago
The Atomic Star Tavern,Timothy Weston,5 stars,"Great food, great service.  Frisco burger = outstanding!",5 months ago
The Atomic Star Tavern,Jeff Everest,5 stars,"Atomic Star Tavern is a jack of all trades in the Mankato scene. Great pizza! You can get a juicy luce if you are in the mood, wings, and knowledgeable staff. If you haven't been... Bring Ya A$$!",9 months ago
The Atomic Star Tavern,lee hengescht,5 stars,My girlfriend and I went to check out Atomic Star Tavern for the first time tonight and it was incredible! The food was absolutely fantastic. I especially enjoyed the deep fried green beans with Bourbon Molasses. The dipping sauce was …,2 years ago
The Atomic Star Tavern,Shastina Smith,5 stars,"Absolutely fantastic!

When we arrived just after 9, they were pretty busy, so we didn't get any …",2 years ago
The Atomic Star Tavern,Jason Grady,5 stars,"Breakfast is perfect with the country fried steak crispy hash browns and fantastic country sausage gravy, I get mine with an extra side of hollandaise and hot sauce ....it's 🔥🔥🔥🔥🔥 …",7 months ago
The Atomic Star Tavern,Troy Modrow,2 stars,"Have always had good food at Atomic Star.  Not tonight.  Burgers were WAY over cooked, dry.  Same with chicken strips.  Spinach dip and chips were good, but that's it.",a year ago
The Atomic Star Tavern,Laura Myers,5 stars,"Come here to get the best experience. Ashley, Kenzie, Leigha, Omar, and Alex will give you the best service possible. The food is great and the service is exceptional.",7 months ago
The Atomic Star Tavern,Freddy Madrigal,1 star,Place is a rip off the bartender apparently the manager decides who is going to be giving the winning pull tabs when the box gets below five hundred tickets and there's nine hundred dollars in winnings sitting in the box I was in for six …,a year ago
The Atomic Star Tavern,Owen Dundas,5 stars,"Very friendly and a very petite and perky young lady playing the role of waitstaff and server for this great event.
The food was excellent and afforably pricd...really enjoyed the warm pretzel bite with the hot cheese dip. We will be back.",a year ago
The Atomic Star Tavern,Dana Leasman,2 stars,"Not a big fan of the food here, or the beer selection. I would also not say this place is overly clean. But for whatever reason, it is a popular place. Perhaps it's just me that it does not appeal to.",a year ago
The Atomic Star Tavern,Anna G.,5 stars,"Even at 1:00am this bar isn't packed but is still lively enough to enjoy. You don't have to yell to get someone to hear you, drink are super cheap plus strong, and the games are fun. One of the better bars if you don't want to be 2 inches from someone but still want to have a good time.",a year ago
The Atomic Star Tavern,brian thilges,3 stars,"Went for breakfast. Service and food were good. However, took over an hour to get our food. Would have been nice had they told us that when we ordered. Watched as others that came in after us and ordered after us get their food before we did. Kind of disappointing. Probably won’t hurry back.",a year ago
The Atomic Star Tavern,Jen Degenhardt,5 stars,"I’ll put it simply; if you want good burgers and amazing service, got to Atomic Star Tavern. They have amazing burgers, with the concept of a Juicy Lucy. To top it off, the service is amazing. Jordan is an amazing waitress! My parents are …",4 years ago
The Atomic Star Tavern,Jill Meidinger,5 stars,I've had many good experiences here anywhere from lunch to dinner to nightlife. Wonderful food at a great price. The bartenders tonight being Ray and Ashley always make good mixed drinks and I'm never disappointed. Such a friendly staff and environment! One of my favorite bars in Mankato no doubt!,3 years ago
The Atomic Star Tavern,Xena Warrior Princess,4 stars,"Was a very busy place.  We ordered & it took awhile to get our food. We ended up getting our food to go since we were late for our movie.  Wait staff was very nice. Nevertheless, we reheated & ate our food after the movie & it was very …",6 years ago
The Atomic Star Tavern,Brock Allore,5 stars,"Holy cats this place looks different. This is the kind of bar that needs to be in that spot. It's modern. It's clean. Its laid out well. Bar staff were super friendly, engaged all the customers and made people feel welcome. Had a stuffed …",7 years ago
The Atomic Star Tavern,Logan Siewert,1 star,"Beer cheese and pretzel, Barnyard burger...   Change has happened... BE WARNED anything with buffalo sauce is overpowered with tobacco... Sometimes good but not anymore.  I have choice words for waitress with attitude telling me it's my fault for not knowing it's drowning in, eyes burning hot sauce.",2 years ago
The Atomic Star Tavern,Brandon Holland,4 stars,I purposely seek out places with odd dishes and this place delivered. I ordered the fat Elvis and the banana flavor over powered everything else and the juicy Lucy filled with peanut butter was stacked instead of spread if that makes sense? …,3 years ago
The Atomic Star Tavern,Ryan Connors,1 star,Showed up Sunday around 11:30. Lunch isn’t served till noon. Placed our lunch order at 11:50. Didn’t get our food until 12:55 and my food was cold. I won’t come here again.,a year ago
The Atomic Star Tavern,sam reeves,4 stars,"Pretty good food but service was a little slow. We sat next to the kitchen and the chef clicked the bell and the food sat there for about 7 minutes before the waitress grabbed it. I got a turkey wrapped with fries and I thought it was good. Need a place to grab a beer and watch football, I would say this is the place",4 years ago
The Atomic Star Tavern,William Jesseman,5 stars,"Good food (amazing breakfast menu on weekends!), good atmosphere, solid bar setup with affordable drinks. One of the nicer/cleaner bars around with a good atmosphere for all age ranges of adults. If youre looking for a good night out or a chill beer, this is the spot downtown.",4 years ago
The Atomic Star Tavern,Anders Stoll,1 star,"There was no beer or drink menu, waitress had to go ask someone and wrote them all down, took over 10 minutes to come back. Ordered Rubin Balls, while we were deciding what to order. They came out pretty quickly, but when the waitress …",3 years ago
The Atomic Star Tavern,Valerie Garwood,3 stars,"The food was good! It took what seemed a long time to get our food....like 40 mins and it wasn't busy. Our waitress was ok....she didnt check on us after we were served the food. And while she was taking our order she randomly says, omg I …",3 years ago
The Atomic Star Tavern,Cody Meyer,4 stars,Most bars don't last long in this location but I have a feeling Atomic will be around for a while. If you haven't been check it out. Different food choices and a nice layout keeps dinning tables away from darts and pool. Great lunch service and cold beer.,6 years ago
The Atomic Star Tavern,Amy U,5 stars,"I went there for lunch upon recommendation. The burgers are huge and taste great. You get a lot of food. You can sub veggies for fries, if you want. Our server was super nice. We'd definitely go back again.",6 years ago
The Atomic Star Tavern,Nancy Patterson,3 stars,"Was disappointed with breakfast today. Wait staff was excellent but kitchen service was slow and subpar. After almost an hour our food was served, they forgot my eggs and my husband's hashbrowns had hair on them. Hashbrowns we're greasy to …",3 years ago
The Atomic Star Tavern,dale nelson,5 stars,Absolutely love this place!!!!!! Staff are always amazing. food is decently priced and it is delicious. It is our family's favorite place to eat grab a drink and relax. We always have smiles when we leave.,2 years ago
The Atomic Star Tavern,Sara Hansen,5 stars,"Great burgers!! We had the bavacado burgers, YUMM!",4 years ago
The Atomic Star Tavern,dirik lanvil,5 stars,Came down here to visit some state parks and a local told me i must try atomic star for lunch or id regret it. Walk in to the perfect little bar to have a warm welcome from Sam . Sam sat us down made sure we had everything we needed right …,3 years ago
Five Guys,The Earth Stars,5 stars,Burgers are extremely juicy and full of flavor. I love the variety of toppings that you can put on them. The atmosphere is relaxed and pleasant. The staff was friendly and helpful. I will definitely be coming back for more food.,2 years ago
Five Guys,The slide,2 stars,Five guys has gone down hill.  Super expensive and not the greatest. They need to cook their French fries more to crispy status. They are always soggy and not done.  The last fry we had wasn’t even fully cooked… upon asking for more done …,4 months ago
Five Guys,Eggric L,2 stars,This restaurant is so overpriced that they are actually taking organ donations to pay for your meal.   If you have unlimited financial resources then by all means bon appetit.  If you're someone who doesn't want to go bankrupt purchasing a mediocre burger and fries then eat somewhere else.,2 months ago
Five Guys,Stacey Meter,3 stars,"Our food was great, the guy on the grill and the girl taking orders were really hustling, wasnt too pleased to see someone sitting on the front counter and walking around with his hands inside his apron. Thankfully he didn't make our food but it doesn't seem very appropriate in a kitchen.",a month ago
Five Guys,David Eagerton,5 stars,Staff and management super polite. Restaurant was perfectly clean even with steady business coming through. Highly recommend this spot for great burgers and milkshakes in Mankato.,3 months ago
Five Guys,Tiffiany Cazares,3 stars,2 of my 3 burgers we ordered were still pink not fully cooked otherwise service was great,3 weeks ago
Five Guys,Grimbiker,4 stars,Place is always good free peanuts. Extra fries places usually clean. Staff are friendly.never had a bad experience here,a year ago
Five Guys,Marlene Haack,5 stars,This place is my new favorite burger joint.  Ordered a double cheese burger with bacon loaded with just about everything.  The staff was awesome they couldn't have been friendlier.  The Cajun fries are awesome as well.   I can't wait to go …,a year ago
Five Guys,Joe Moss,5 stars,Great food as always. Love the customizable options of the place and great  burgers.,4 months ago
Five Guys,Kat W,5 stars,"Food always comes out super hot and fresh, it's delicious. The inside is also always kept clean.",5 months ago
Five Guys,Tim Murphy,4 stars,"Outstanding food and solid service. The ""small"" fry was overflowing into the bag. One of their signature moves! The stores are always very echoey. My only criticism is the price...small fry, hot dog and small drink for over $16! A nice occasional treat, but too expensive as a regular stop.",a year ago
Five Guys,Heidi Lashroom,5 stars,Delicious burger made for you.  Fries are very good as well. Skin on with perfect amount of salt. Great tunes to dance to while you wait for your food. Will be back.,a year ago
Five Guys,douglas kapitzke,4 stars,"Cashier (obviously new) took the order but didn't ask if I wanted any toppings on my burger.  She just gave me a total, and handed me a receipt. …",a year ago
Five Guys,Mitchell Tegmeier,5 stars,I really like this place and great food but I know they give you a lot of fries and big hamburgers  but they are still really good and good service,7 months ago
Five Guys,Hunter Bolte,5 stars,Unbelievable burgers and bearable fries. Came here with four other guys and my experience was great. The service is good and the outside seating is nice.,8 years ago
Five Guys,Amb Smith,5 stars,Food was very very good!! Staff very friendly. Nice and clean restaurant! Definitely will be coming back!,3 years ago
Five Guys,Yes Yes,3 stars,The fries were burnt. Everything else was great. Staff was nice and the place is clean,2 years ago
Five Guys,RoxAnn S.,4 stars,"⭐4.5 ⭐
LOVE THE BURGERS AT THIS LOCATION ESPECIALLY ~ I know, they're supposed to be the same everywhere - 🤫 …",a year ago
Five Guys,Kayla Pham,5 stars,"A little expensive, but we also went for the milkshakes (shame on us lol). The burger was very awesome! So customizable, but even with a lot of toppings, you could taste every single ingredient in every bite. Everything was fresh and they …",a year ago
Five Guys,drea.m.r.76,5 stars,"The burgers, fries, and shakes are really good. Everyone there is always friendly. It costs a bit more than fast food (not much more nowadays), and is absolutely better. Plus, you can eat here without the fast-food gut rot later.",a year ago
Five Guys,Alexander Hennek,5 stars,"Fresh made to order burgers, great flavor for a great price defenitly a must try.",6 years ago
Five Guys,Conrad Gimse,5 stars,"Great burgers, incredible fresh fries
Love that they offer malt vinegar as a condiment and peanuts as a free appetizer",3 years ago
Five Guys,Bob Eggers,4 stars,You can't go wrong with 5 Guy's even when they mess up the order they made right and everyone was happy,5 months ago
Five Guys,Jeffrey Schumacher,5 stars,"Very nice people running it.Fast service. Medium sized dining room. On a busy day, I'd recommend taking it to go. Food and prices are par for the course.",a year ago
Five Guys,RoxAnn Stumbo,5 stars,"As always the food is freaking awesome...
However as they've always been rather expensive for a burger joint, this time I was actually almost appalled at the price!! …",a year ago
Five Guys,Jeff Eddington,2 stars,"The food was good but the prices are pure insanity. $22 for a burger, fries ,and drink? They are way to proud of themselves serving 3 star food at 5 star prices! Maybe it's me but a burger served in a bleak setting will never be worth the price they charge..wagu beef and a little candle and maybe?...it's one and done for me!",2 years ago
Five Guys,Dylan Thomas,5 stars,"Always good food and friendly staff, what else could you ask for at a burger joint? If you don't mind paying a premium for great, hand-pattied burgers; you won't be disappointed. …",2 years ago
Five Guys,Jedediah Hacker,4 stars,First time experience. You can see your food being made. The menu is clear and understandable. The burgers are good but the hot dogs are better than expected. I'll definitely be back and will check out your other franchises.,3 years ago
Five Guys,Sean Hoehn,5 stars,"This is the best burger joint in town. I will admit that the food is a bit greasy but they don’t skimp on your order. I also love the fact that when you’re waiting for your food, they have peanuts that you can snack on. They also support …",3 years ago
Five Guys,Kendra Dawn,5 stars,"The fries were hot, salty, and delicious. My bacon cheeseburger was tasty, the bacon was crispy and the cheese nice and melty. I also got a malt and it was the perfect sweet to compliment the meal. We got out to go and sat on our tailgate at the lake and ate it as the sun set. Perfect date!",2 years ago
Five Guys,Andrew Pietsch,4 stars,"Great burgers and fries made fresh when you order so everything is hot. Extra large portions.  The regular fries spills into the bag or onto your tray. The regular burger is a double patty! And the milk shakes are amazing. It is a bit pricey, so not a place I go ona regular basis.",2 years ago
Five Guys,M M,5 stars,Good size cheese burger for the money and you can add many vegetables like you do on a (subway) sandwich. The large fries were more than enough for 3 people. I left with a full belly.  I had my order on the table about five minutes after I ordered. Even the restroom was nice and clean. Great experience!!,5 years ago
Five Guys,M Hubbard,4 stars,Good burger but a bit spendy for my family of 4...2 teenagers can rack up a bill quick here.,9 months ago
Five Guys,Christopher Andree,3 stars,"Food was good, issue I had were the prices. You can't get a combo meal, so everything you would get in a combo meal at any other restaurant cost about 13 to 15 bucks here it's 23 bucks per person to get a double cheeseburger small fries medium drink.",a year ago
